label,ref_logit0,ref_logit1,hw_logit0,hw_logit1,ref_pred,hw_pred,correct_ref,correct_hw,match_ref_hw,abs_error
0,0.6272448301315308,0.3212658166885376,0.4921875,0.4853515625,0,0,1,1,1,0.1640857458114624
1,-3.3749680519104004,2.4279983043670654,-3.4873046875,2.4716796875,1,1,1,1,1,0.11233663558959961
1,-1.9592939615249634,2.166956663131714,-1.9501953125,2.125,1,1,1,1,1,0.04195666313171387
1,0.6665220260620117,0.6400958299636841,0.7978515625,0.6015625,0,0,0,0,1,0.13132953643798828
1,-3.0221059322357178,2.509582757949829,-2.9990234375,2.4521484375,1,1,1,1,1,0.0574343204498291
1,-1.281368374824524,1.6460411548614502,-1.33984375,1.736328125,1,1,1,1,1,0.0902869701385498
1,-1.6979848146438599,1.4726003408432007,-1.669921875,1.4287109375,1,1,1,1,1,0.043889403343200684
1,-2.7443320751190186,2.452960252761841,-2.95703125,2.5341796875,1,1,1,1,1,0.21269917488098145
1,-0.7223954200744629,0.6944258213043213,-0.6337890625,0.6171875,1,1,1,1,1,0.08860635757446289
1,-2.4441537857055664,2.26316237449646,-2.4189453125,2.21484375,1,1,1,1,1,0.04831862449645996
1,-2.7443320751190186,2.452960252761841,-2.95703125,2.5341796875,1,1,1,1,1,0.21269917488098145
1,-2.3601012229919434,1.894891381263733,-2.30859375,1.8291015625,1,1,1,1,1,0.06578981876373291
1,-2.35640287399292,2.2249481678009033,-2.3232421875,2.1591796875,1,1,1,1,1,0.06576848030090332
1,-2.4048004150390625,2.1229584217071533,-2.419921875,2.1025390625,1,1,1,1,1,0.02041935920715332
1,-1.80606210231781,1.4206297397613525,-1.8115234375,1.416015625,1,1,1,1,1,0.005461335182189941
1,-3.566303253173828,2.277974843978882,-3.64453125,2.3232421875,1,1,1,1,1,0.07822799682617188
1,-3.0534846782684326,2.5698533058166504,-3.0322265625,2.5166015625,1,1,1,1,1,0.05325174331665039
1,-2.729034423828125,2.101710796356201,-2.7529296875,2.107421875,1,1,1,1,1,0.023895263671875
1,-1.8610209226608276,1.9928439855575562,-1.8583984375,1.9482421875,1,1,1,1,1,0.04460179805755615
1,-0.2224234640598297,0.5379499197006226,-0.099609375,0.470703125,1,1,1,1,1,0.12281408905982971
1,-2.789104461669922,2.5611824989318848,-2.7890625,2.5126953125,1,1,1,1,1,0.048487186431884766
1,-1.9272689819335938,1.425388216972351,-1.7763671875,1.30078125,1,1,1,1,1,0.15090179443359375
1,-2.7443320751190186,2.452960252761841,-2.95703125,2.5341796875,1,1,1,1,1,0.21269917488098145
1,-2.7404017448425293,2.1061668395996094,-2.7314453125,2.06640625,1,1,1,1,1,0.039760589599609375
1,-2.6041455268859863,2.263756275177002,-2.609375,2.24609375,1,1,1,1,1,0.017662525177001953
1,-2.729034423828125,2.101710796356201,-2.7529296875,2.107421875,1,1,1,1,1,0.023895263671875
1,-2.5660183429718018,2.2963309288024902,-2.5908203125,2.271484375,1,1,1,1,1,0.024846553802490234
0,2.6758029460906982,-0.16643434762954712,2.8349609375,-0.3037109375,0,0,1,1,1,0.15915799140930176
1,-2.5660183429718018,2.2963309288024902,-2.5908203125,2.271484375,1,1,1,1,1,0.024846553802490234
1,-2.8881306648254395,2.492526054382324,-2.8837890625,2.4501953125,1,1,1,1,1,0.04233074188232422
1,-1.792818307876587,2.176734209060669,-1.818359375,2.1787109375,1,1,1,1,1,0.025541067123413086
1,-2.7443320751190186,2.452960252761841,-2.95703125,2.5341796875,1,1,1,1,1,0.21269917488098145
1,-1.9620686769485474,1.472791075706482,-1.7626953125,1.3046875,1,1,1,1,1,0.19937336444854736
1,-2.1312673091888428,2.2200286388397217,-2.087890625,2.16015625,1,1,1,1,1,0.05987238883972168
0,2.6758029460906982,-0.16643434762954712,2.8349609375,-0.3037109375,0,0,1,1,1,0.15915799140930176
1,-2.7119836807250977,1.792901635169983,-2.7890625,1.8505859375,1,1,1,1,1,0.07707881927490234
0,2.101231098175049,-0.1739291548728943,2.3095703125,-0.26953125,0,0,1,1,1,0.20833921432495117
1,0.09179654717445374,1.068015456199646,0.15625,0.9892578125,1,1,1,1,1,0.078757643699646
1,-3.624392509460449,2.4163599014282227,-3.7080078125,2.45703125,1,1,1,1,1,0.08361530303955078
1,-0.2835736572742462,1.0205656290054321,-0.234375,0.9638671875,1,1,1,1,1,0.05669844150543213
0,2.7648138999938965,-0.36796265840530396,2.7119140625,-0.3671875,0,0,1,1,1,0.052899837493896484
1,-2.868607759475708,2.192905902862549,-2.80078125,2.12109375,1,1,1,1,1,0.07181215286254883
1,-2.5660183429718018,2.2963309288024902,-2.5908203125,2.271484375,1,1,1,1,1,0.024846553802490234
0,1.9196089506149292,0.055590033531188965,2.04296875,-0.046875,0,0,1,1,1,0.1233597993850708
1,-2.2112648487091064,1.9423247575759888,-1.9404296875,1.7431640625,1,1,1,1,1,0.27083516120910645
1,-0.5656616687774658,0.6252179741859436,-0.4765625,0.5419921875,1,1,1,1,1,0.08909916877746582
1,-3.166430711746216,1.7024258375167847,-3.3583984375,1.8388671875,1,1,1,1,1,0.19196772575378418
1,-2.4048004150390625,2.1229584217071533,-2.419921875,2.1025390625,1,1,1,1,1,0.02041935920715332
1,-3.001805305480957,2.6057567596435547,-2.9970703125,2.556640625,1,1,1,1,1,0.04911613464355469
1,-1.9272689819335938,1.425388216972351,-1.7763671875,1.30078125,1,1,1,1,1,0.15090179443359375
1,-3.612015724182129,2.240328311920166,-3.728515625,2.3193359375,1,1,1,1,1,0.1164999008178711
1,-1.9272689819335938,1.425388216972351,-1.7763671875,1.30078125,1,1,1,1,1,0.15090179443359375
1,-2.7443320751190186,2.452960252761841,-2.95703125,2.5341796875,1,1,1,1,1,0.21269917488098145
1,-0.42398321628570557,1.0286673307418823,-0.3330078125,0.9970703125,1,1,1,1,1,0.09097540378570557
1,-0.5207068920135498,0.7840397357940674,-0.3935546875,0.662109375,1,1,1,1,1,0.1271522045135498
1,-0.019165411591529846,0.9220632314682007,0.05078125,0.8564453125,1,1,1,1,1,0.06994666159152985
1,-0.3626501262187958,1.266992449760437,-0.318359375,1.2158203125,1,1,1,1,1,0.05117213726043701
0,2.0220422744750977,-0.310288667678833,1.9765625,-0.1826171875,0,0,1,1,1,0.127671480178833
1,-2.680722713470459,2.0858123302459717,-2.65625,2.041015625,1,1,1,1,1,0.04479670524597168
1,0.12602964043617249,0.6152340769767761,0.228515625,0.5517578125,1,1,1,1,1,0.10248598456382751
1,-2.9256093502044678,2.6016409397125244,-2.9296875,2.5625,1,1,1,1,1,0.039140939712524414
0,3.0759189128875732,-0.902194082736969,3.1142578125,-0.921875,0,0,1,1,1,0.03833889961242676
1,-1.9620686769485474,1.472791075706482,-1.7626953125,1.3046875,1,1,1,1,1,0.19937336444854736
0,3.927480697631836,-1.1295770406723022,3.845703125,-1.083984375,0,0,1,1,1,0.08177757263183594
1,-0.3744799792766571,1.399140477180481,-0.466796875,1.4609375,1,1,1,1,1,0.0923168957233429
0,2.7047648429870605,-0.3697493076324463,2.6923828125,-0.3359375,0,0,1,1,1,0.03381180763244629
1,-0.5017504692077637,1.3298951387405396,-0.642578125,1.3837890625,1,1,1,1,1,0.14082765579223633
0,2.1272921562194824,-0.24005542695522308,2.177734375,-0.296875,0,0,1,1,1,0.056819573044776917
