sample_id,label,pytorch_score,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,fpga_score,latency_us,ap_ctrl,abs_error,rel_error,pytorch_pred,fpga_pred,pred_match
0,0,-1.0926461219787598,0.0578252375125885,0.4533582031726837,0.1014444380998611,0.4925373196601867,0.0752729177474975,0.447761207818985,0.0694570243358612,0.4608208835124969,0.0520093441009521,0.4533582031726837,0.0578252375125885,0.4682835936546325,0.0752729177474975,0.4757462739944458,0.0520093441009521,0.4496268630027771,-1.092648983001709,80.34500001485867,14,2.86102294921875e-06,2.6184350922671064e-06,0,0,True
1,0,-0.8588064312934875,0.1014444380998611,0.4925373196601867,0.0752729177474975,0.447761207818985,0.0694570243358612,0.4608208835124969,0.0520093441009521,0.4533582031726837,0.0578252375125885,0.4682835936546325,0.0752729177474975,0.4757462739944458,0.0520093441009521,0.4496268630027771,0.0694570243358612,0.4757462739944458,-0.8588042259216309,75.08300006975333,14,2.205371856689453e-06,2.567949861958814e-06,0,0,True
2,0,-0.901875138282776,0.0752729177474975,0.447761207818985,0.0694570243358612,0.4608208835124969,0.0520093441009521,0.4533582031726837,0.0578252375125885,0.4682835936546325,0.0752729177474975,0.4757462739944458,0.0520093441009521,0.4496268630027771,0.0694570243358612,0.4757462739944458,0.0694570243358612,0.4645522534847259,-0.9018741250038148,74.129000040557,14,1.0132789611816406e-06,1.1235246634151422e-06,0,0,True
3,0,-1.2393139600753784,0.0694570243358612,0.4608208835124969,0.0520093441009521,0.4533582031726837,0.0578252375125885,0.4682835936546325,0.0752729177474975,0.4757462739944458,0.0520093441009521,0.4496268630027771,0.0694570243358612,0.4757462739944458,0.0694570243358612,0.4645522534847259,0.0694570243358612,0.4645522534847259,-1.239311933517456,77.79099996696459,14,2.0265579223632812e-06,1.6352256067865325e-06,0,0,True
4,0,-1.4424697160720823,0.0520093441009521,0.4533582031726837,0.0578252375125885,0.4682835936546325,0.0752729177474975,0.4757462739944458,0.0520093441009521,0.4496268630027771,0.0694570243358612,0.4757462739944458,0.0694570243358612,0.4645522534847259,0.0694570243358612,0.4645522534847259,0.0723649710416793,0.466417908668518,-1.4424705505371094,81.85899991985934,14,8.344650270775134e-07,5.784974324104381e-07,0,0,True
5,0,-1.437233567237854,0.0578252375125885,0.4682835936546325,0.0752729177474975,0.4757462739944458,0.0520093441009521,0.4496268630027771,0.0694570243358612,0.4757462739944458,0.0694570243358612,0.4645522534847259,0.0694570243358612,0.4645522534847259,0.0723649710416793,0.466417908668518,0.0752729177474975,0.466417908668518,-1.437235951423645,77.01499998802319,14,2.384185791015625e-06,1.6588714912898048e-06,0,0,True
6,0,-1.6668728590011597,0.0752729177474975,0.4757462739944458,0.0520093441009521,0.4496268630027771,0.0694570243358612,0.4757462739944458,0.0694570243358612,0.4645522534847259,0.0694570243358612,0.4645522534847259,0.0723649710416793,0.466417908668518,0.0752729177474975,0.466417908668518,0.0898126512765884,0.4738805890083313,-1.666874885559082,87.38399992580526,14,2.0265579223632812e-06,1.2157843421709173e-06,0,0,True
7,0,-1.4802913665771484,0.0520093441009521,0.4496268630027771,0.0694570243358612,0.4757462739944458,0.0694570243358612,0.4645522534847259,0.0694570243358612,0.4645522534847259,0.0723649710416793,0.466417908668518,0.0752729177474975,0.466417908668518,0.0898126512765884,0.4738805890083313,0.0781808644533157,0.4570895433425903,-1.480288028717041,77.02199991399539,14,3.337860107421875e-06,2.254866969291289e-06,0,0,True
8,0,-1.9152698516845703,0.0694570243358612,0.4757462739944458,0.0694570243358612,0.4645522534847259,0.0694570243358612,0.4645522534847259,0.0723649710416793,0.466417908668518,0.0752729177474975,0.466417908668518,0.0898126512765884,0.4738805890083313,0.0781808644533157,0.4570895433425903,0.0694570243358612,0.4589552283287048,-1.9152692556381223,86.12900001025992,14,5.960464479759509e-07,3.112075551399192e-07,0,0,True
9,0,-1.6095454692840576,0.0694570243358612,0.4645522534847259,0.0694570243358612,0.4645522534847259,0.0723649710416793,0.466417908668518,0.0752729177474975,0.466417908668518,0.0898126512765884,0.4738805890083313,0.0781808644533157,0.4570895433425903,0.0694570243358612,0.4589552283287048,0.0752729177474975,0.4682835936546325,-1.6095436811447144,75.0469999957204,14,1.7881393432617188e-06,1.1109591977274812e-06,0,0,True
